callset_order,sample_id,conc (ng/ul),sequencing_date,sampleset_id,fastq_1_path,fastq_2_path,bam_path,vcf_path,legacy_id,country,location,admin1_name,latitude,longitude,sequencing_qc_pass,data_qc_pass,analysis_pop,pop_code,SuperPopulation,collection_method,collection_date,reference,note
27,Babi_I_02,21.25,28/04/2024,eth.djib.yem.20240606,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/merged_reads/Babi_I_02.merged.1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/merged_reads/Babi_I_02.merged.2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_New_downloads_and_results_16.5.24/Babi_I_02.merged.bam,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_New_downloads_and_results_16.5.24/Babi_I_02.merged.g.vcf.gz,Babi_I_02_EKDN240018825-1A_223WLHLT4_L2,Ethiopia,Babile,Oromia,9.2,41,1,1,Ethiopia Babile,ETB,Horn of Africa & Yemen,larval,,,
28,Babi_I_03,13.94,28/04/2024,eth.djib.yem.20240606,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Babi_I_03_EKDN240018826-1A_223WLMLT4_L6_1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Babi_I_03_EKDN240018826-1A_223WLMLT4_L6_2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F002_3_29.4.24/Babi_I_03_EKDN240018826-1A_223WLMLT4_L6.bam,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F002_3_29.4.24/Babi_I_03_EKDN240018826-1A_223WLMLT4_L6.g.vcf.gz,Babi_I_03_EKDN240018826-1A_223WLMLT4_L6,Ethiopia,Babile,Oromia,9.2,41,1,1,Ethiopia Babile,ETB,Horn of Africa & Yemen,larval,,,
29,Babi_I_04,11.63,28/04/2024,eth.djib.yem.20240606,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Babi_I_04_EKDN240018827-1A_223WLMLT4_L6_1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Babi_I_04_EKDN240018827-1A_223WLMLT4_L6_2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F001_02_27.4.24/Babi_I_04_EKDN240018827-1A_223WLMLT4_L6.bam,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F001_02_27.4.24/Babi_I_04_EKDN240018827-1A_223WLMLT4_L6.g.vcf.gz,Babi_I_04_EKDN240018827-1A_223WLMLT4_L6,Ethiopia,Babile,Oromia,9.2,41,1,1,Ethiopia Babile,ETB,Horn of Africa & Yemen,larval,,,
30,Babi_I_05,11.43,28/04/2024,eth.djib.yem.20240606,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Babi_I_05_EKDN240018828-1A_223WLMLT4_L6_1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Babi_I_05_EKDN240018828-1A_223WLMLT4_L6_2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F001_02_27.4.24/Babi_I_05_EKDN240018828-1A_223WLMLT4_L6.bam,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F001_02_27.4.24/Babi_I_05_EKDN240018828-1A_223WLMLT4_L6.g.vcf.gz,Babi_I_05_EKDN240018828-1A_223WLMLT4_L6,Ethiopia,Babile,Oromia,9.2,41,1,1,Ethiopia Babile,ETB,Horn of Africa & Yemen,larval,,,
31,Babi_I_06,12.33,28/04/2024,eth.djib.yem.20240606,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/merged_reads/Babi_I_06.merged.1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/merged_reads/Babi_I_06.merged.2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_New_downloads_and_results_16.5.24/Babi_I_06.merged.bam,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_New_downloads_and_results_16.5.24/Babi_I_06.merged.g.vcf.gz,Babi_I_06_EKDN240018829-1A_223WLMLT4_L6,Ethiopia,Babile,Oromia,9.2,41,1,1,Ethiopia Babile,ETB,Horn of Africa & Yemen,larval,,,
32,Babi_I_07,11.4,28/04/2024,eth.djib.yem.20240606,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Babi_I_07_EKDN240018830-1A_223WLMLT4_L6_1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Babi_I_07_EKDN240018830-1A_223WLMLT4_L6_2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F001_02_27.4.24/Babi_I_07_EKDN240018830-1A_223WLMLT4_L6.bam,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F001_02_27.4.24/Babi_I_07_EKDN240018830-1A_223WLMLT4_L6.g.vcf.gz,Babi_I_07_EKDN240018830-1A_223WLMLT4_L6,Ethiopia,Babile,Oromia,9.2,41,1,1,Ethiopia Babile,ETB,Horn of Africa & Yemen,larval,,,
33,Babi_I_08,9.67,28/04/2024,eth.djib.yem.20240606,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Babi_I_08_EKDN240018831-1A_223WLMLT4_L6_1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Babi_I_08_EKDN240018831-1A_223WLMLT4_L6_2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F001_02_27.4.24/Babi_I_08_EKDN240018831-1A_223WLMLT4_L6.bam,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F001_02_27.4.24/Babi_I_08_EKDN240018831-1A_223WLMLT4_L6.g.vcf.gz,Babi_I_08_EKDN240018831-1A_223WLMLT4_L6,Ethiopia,Babile,Oromia,9.2,41,1,1,Ethiopia Babile,ETB,Horn of Africa & Yemen,larval,,,
34,Babi_I_09,20.93,28/04/2024,eth.djib.yem.20240606,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Babi_I_09_EKDN240018832-1A_223WLMLT4_L6_1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Babi_I_09_EKDN240018832-1A_223WLMLT4_L6_2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F001_02_27.4.24/Babi_I_09_EKDN240018832-1A_223WLMLT4_L6.bam,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F001_02_27.4.24/Babi_I_09_EKDN240018832-1A_223WLMLT4_L6.g.vcf.gz,Babi_I_09_EKDN240018832-1A_223WLMLT4_L6,Ethiopia,Babile,Oromia,9.2,41,1,1,Ethiopia Babile,ETB,Horn of Africa & Yemen,larval,,,
35,Babi_I_10,21.59,28/04/2024,eth.djib.yem.20240606,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/merged_reads/Babi_I_10.merged.1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/merged_reads/Babi_I_10.merged.2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_New_downloads_and_results_16.5.24/Babi_I_10.merged.bam,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_New_downloads_and_results_16.5.24/Babi_I_10.merged.g.vcf.gz,Babi_I_10_EKDN240018833-1A_223WLMLT4_L6,Ethiopia,Babile,Oromia,9.2,41,1,1,Ethiopia Babile,ETB,Horn of Africa & Yemen,larval,,,
36,Babi_I_11,19.82,28/04/2024,eth.djib.yem.20240606,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/merged_reads/Babi_I_11.merged.1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/merged_reads/Babi_I_11.merged.2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_New_downloads_and_results_16.5.24/Babi_I_11.merged.bam,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_New_downloads_and_results_16.5.24/Babi_I_11.merged.g.vcf.gz,Babi_I_11_EKDN240018834-1A_223WLMLT4_L6,Ethiopia,Babile,Oromia,9.2,41,1,1,Ethiopia Babile,ETB,Horn of Africa & Yemen,larval,,,
37,Babi_I_12,11.12,28/04/2024,eth.djib.yem.20240606,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Babi_I_12_EKDN240018835-1A_223WLMLT4_L6_1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Babi_I_12_EKDN240018835-1A_223WLMLT4_L6_2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F001_02_27.4.24/Babi_I_12_EKDN240018835-1A_223WLMLT4_L6.bam,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F001_02_27.4.24/Babi_I_12_EKDN240018835-1A_223WLMLT4_L6.g.vcf.gz,Babi_I_12_EKDN240018835-1A_223WLMLT4_L6,Ethiopia,Babile,Oromia,9.2,41,1,1,Ethiopia Babile,ETB,Horn of Africa & Yemen,larval,,,
38,Babi_I_13,12.23,28/04/2024,eth.djib.yem.20240606,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Babi_I_13_EKDN240018836-1A_223WLMLT4_L6_1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Babi_I_13_EKDN240018836-1A_223WLMLT4_L6_2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F001_02_27.4.24/Babi_I_13_EKDN240018836-1A_223WLMLT4_L6.bam,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F001_02_27.4.24/Babi_I_13_EKDN240018836-1A_223WLMLT4_L6.g.vcf.gz,Babi_I_13_EKDN240018836-1A_223WLMLT4_L6,Ethiopia,Babile,Oromia,9.2,41,1,1,Ethiopia Babile,ETB,Horn of Africa & Yemen,larval,,,
39,Babi_I_14,7.46,28/04/2024,eth.djib.yem.20240606,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Babi_I_14_EKDN240018837-1A_223WLMLT4_L6_1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Babi_I_14_EKDN240018837-1A_223WLMLT4_L6_2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F001_02_27.4.24/Babi_I_14_EKDN240018837-1A_223WLMLT4_L6.bam,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F001_02_27.4.24/Babi_I_14_EKDN240018837-1A_223WLMLT4_L6.g.vcf.gz,Babi_I_14_EKDN240018837-1A_223WLMLT4_L6,Ethiopia,Babile,Oromia,9.2,41,1,1,Ethiopia Babile,ETB,Horn of Africa & Yemen,larval,,,
40,Babi_I_15,11.19,28/04/2024,eth.djib.yem.20240606,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Babi_I_15_EKDN240018838-1A_223WLMLT4_L6_1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Babi_I_15_EKDN240018838-1A_223WLMLT4_L6_2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F001_02_27.4.24/Babi_I_15_EKDN240018838-1A_223WLMLT4_L6.bam,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F001_02_27.4.24/Babi_I_15_EKDN240018838-1A_223WLMLT4_L6.g.vcf.gz,Babi_I_15_EKDN240018838-1A_223WLMLT4_L6,Ethiopia,Babile,Oromia,9.2,41,1,1,Ethiopia Babile,ETB,Horn of Africa & Yemen,larval,,,
41,Babi_I_16,10.06,28/04/2024,eth.djib.yem.20240606,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Babi_I_16_EKDN240018839-1A_223WLMLT4_L6_1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Babi_I_16_EKDN240018839-1A_223WLMLT4_L6_2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F001_02_27.4.24/Babi_I_16_EKDN240018839-1A_223WLMLT4_L6.bam,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F001_02_27.4.24/Babi_I_16_EKDN240018839-1A_223WLMLT4_L6.g.vcf.gz,Babi_I_16_EKDN240018839-1A_223WLMLT4_L6,Ethiopia,Babile,Oromia,9.2,41,1,1,Ethiopia Babile,ETB,Horn of Africa & Yemen,larval,,,
42,Babi_I_17,12.82,28/04/2024,eth.djib.yem.20240606,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Babi_I_17_EKDN240018840-1A_223WLMLT4_L6_1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Babi_I_17_EKDN240018840-1A_223WLMLT4_L6_2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F001_02_27.4.24/Babi_I_17_EKDN240018840-1A_223WLMLT4_L6.bam,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F001_02_27.4.24/Babi_I_17_EKDN240018840-1A_223WLMLT4_L6.g.vcf.gz,Babi_I_17_EKDN240018840-1A_223WLMLT4_L6,Ethiopia,Babile,Oromia,9.2,41,1,1,Ethiopia Babile,ETB,Horn of Africa & Yemen,larval,,,
43,Babi_I_18,15.66,28/04/2024,eth.djib.yem.20240606,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Babi_I_18_EKDN240018841-1A_223WLMLT4_L6_1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Babi_I_18_EKDN240018841-1A_223WLMLT4_L6_2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F001_02_27.4.24/Babi_I_18_EKDN240018841-1A_223WLMLT4_L6.bam,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F001_02_27.4.24/Babi_I_18_EKDN240018841-1A_223WLMLT4_L6.g.vcf.gz,Babi_I_18_EKDN240018841-1A_223WLMLT4_L6,Ethiopia,Babile,Oromia,9.2,41,1,1,Ethiopia Babile,ETB,Horn of Africa & Yemen,larval,,,
44,Babi_I_19,21.81,28/04/2024,eth.djib.yem.20240606,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Babi_I_19_EKDN240018842-1A_223WLMLT4_L6_1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Babi_I_19_EKDN240018842-1A_223WLMLT4_L6_2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F001_02_27.4.24/Babi_I_19_EKDN240018842-1A_223WLMLT4_L6.bam,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F001_02_27.4.24/Babi_I_19_EKDN240018842-1A_223WLMLT4_L6.g.vcf.gz,Babi_I_19_EKDN240018842-1A_223WLMLT4_L6,Ethiopia,Babile,Oromia,9.2,41,1,1,Ethiopia Babile,ETB,Horn of Africa & Yemen,larval,,,
45,C1aSud001,,31/03/2023,sud.yem.cohort_20231203,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/raw_reads/all_raw_reads/C1aSud001/C1aSud001.1.fastq.gz,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/raw_reads/all_raw_reads/C1aSud001/C1aSud001.2.fastq.gz,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/gvcf/C1aSud001.bam,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/gvcf/C1aSud001.rh.g.vcf.gz,C1aSud001,Sudan,HaiElShati,WhiteNile,13.1008,32.40008,1,1,Sudan,SUD,Horn of Africa & Yemen,Prokopack,24/07/2022,,
46,C1aSud002,,31/03/2023,sud.yem.cohort_20231203,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/raw_reads/all_raw_reads/C1aSud002/C1aSud002.1.fastq.gz,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/raw_reads/all_raw_reads/C1aSud002/C1aSud002.2.fastq.gz,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/gvcf/C1aSud002.bam,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/gvcf/C1aSud002.rh.g.vcf.gz,C1aSud002,Sudan,AlHideiba,Gezira,14.4850604,33.6572116,1,1,Sudan,SUD,Horn of Africa & Yemen,Prokopack,25/07/2022,,
47,C1aSud004,,31/03/2023,sud.yem.cohort_20231203,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/raw_reads/all_raw_reads/C1aSud004/C1aSud004_EKDN220046276-1A_HLN73DSX5_L3_1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/raw_reads/all_raw_reads/C1aSud004/C1aSud004_EKDN220046276-1A_HLN73DSX5_L3_2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/gvcf/C1aSud004_EKDN220046276-1A_HLN73DSX5_L3.bam,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/gvcf/C1aSud004_EKDN220046276-1A_HLN73DSX5_L3.rh.g.vcf.gz,C1aSud004,Sudan,Tabat,Gezira,14.6686857,33.0836311,1,1,Sudan,SUD,Horn of Africa & Yemen,Prokopack,28/07/2022,,
48,C1aSud007,,31/03/2023,sud.yem.cohort_20231203,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/raw_reads/all_raw_reads/C1aSud007/C1aSud007.1.fastq.gz,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/raw_reads/all_raw_reads/C1aSud007/C1aSud007.2.fastq.gz,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/gvcf/C1aSud007.bam,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/gvcf/C1aSud007.rh.g.vcf.gz,C1aSud007,Sudan,ElZedab,RiverNile,17.4308,33.85513,1,1,Sudan,SUD,Horn of Africa & Yemen,Prokopack,26/07/2022,,
49,C1aSud008,,31/03/2023,sud.yem.cohort_20231203,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/raw_reads/all_raw_reads/C1aSud008/C1aSud008.1.fastq.gz,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/raw_reads/all_raw_reads/C1aSud008/C1aSud008.2.fastq.gz,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/gvcf/C1aSud008.bam,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/gvcf/C1aSud008.rh.g.vcf.gz,C1aSud008,Sudan,ElZedab,RiverNile,17.4308,33.85513,1,1,Sudan,SUD,Horn of Africa & Yemen,Prokopack,26/07/2022,,
50,C1aSud009,,31/03/2023,sud.yem.cohort_20231203,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/raw_reads/all_raw_reads/C1aSud009/C1aSud009.1.fastq.gz,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/raw_reads/all_raw_reads/C1aSud009/C1aSud009.2.fastq.gz,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/gvcf/C1aSud009.bam,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/gvcf/C1aSud009.rh.g.vcf.gz,C1aSud009,Sudan,Wafara,WhiteNile,13.012012,31.867825,1,1,Sudan,SUD,Horn of Africa & Yemen,Prokopack,25/07/2022,,
51,C1aSud011,,31/03/2023,sud.yem.cohort_20231203,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/raw_reads/all_raw_reads/C1aSud011/C1aSud011.1.fastq.gz,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/raw_reads/all_raw_reads/C1aSud011/C1aSud011.2.fastq.gz,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/gvcf/C1aSud011.bam,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/gvcf/C1aSud011.rh.g.vcf.gz,C1aSud011,Sudan,Wafara,WhiteNile,13.012012,31.867825,1,1,Sudan,SUD,Horn of Africa & Yemen,Prokopack,25/07/2022,,
52,C1aSud012,,31/03/2023,sud.yem.cohort_20231203,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/raw_reads/all_raw_reads/C1aSud012/C1aSud012.1.fastq.gz,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/raw_reads/all_raw_reads/C1aSud012/C1aSud012.2.fastq.gz,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/gvcf/C1aSud012.bam,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/gvcf/C1aSud012.rh.g.vcf.gz,C1aSud012,Sudan,Wafara,WhiteNile,13.012012,31.867825,1,1,Sudan,SUD,Horn of Africa & Yemen,Prokopack,25/07/2022,,
53,C1aSud015,,31/03/2023,sud.yem.cohort_20231203,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/raw_reads/all_raw_reads/C1aSud015/C1aSud015.1.fastq.gz,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/raw_reads/all_raw_reads/C1aSud015/C1aSud015.2.fastq.gz,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/gvcf/C1aSud015.bam,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/gvcf/C1aSud015.rh.g.vcf.gz,C1aSud015,Sudan,Wafara,WhiteNile,13.012012,31.867825,1,1,Sudan,SUD,Horn of Africa & Yemen,Prokopack,25/07/2022,,
54,C1aSud018,,31/03/2023,sud.yem.cohort_20231203,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/raw_reads/all_raw_reads/C1aSud018/C1aSud018.1.fastq.gz,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/raw_reads/all_raw_reads/C1aSud018/C1aSud018.2.fastq.gz,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/gvcf/C1aSud018.bam,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/gvcf/C1aSud018.rh.g.vcf.gz,C1aSud018,Sudan,Wafara,WhiteNile,13.012012,31.867825,1,1,Sudan,SUD,Horn of Africa & Yemen,Prokopack,25/07/2022,,
55,C1aSud020,,31/03/2023,sud.yem.cohort_20231203,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/raw_reads/all_raw_reads/C1aSud020/C1aSud020.1.fastq.gz,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/raw_reads/all_raw_reads/C1aSud020/C1aSud020.2.fastq.gz,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/gvcf/C1aSud020.bam,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/gvcf/C1aSud020.rh.g.vcf.gz,C1aSud020,Sudan,Wafara,WhiteNile,13.012012,31.867825,1,1,Sudan,SUD,Horn of Africa & Yemen,Prokopack,25/07/2022,,
56,C1aSud022,,31/03/2023,sud.yem.cohort_20231203,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/raw_reads/all_raw_reads/C1aSud022/C1aSud022.1.fastq.gz,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/raw_reads/all_raw_reads/C1aSud022/C1aSud022.2.fastq.gz,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/gvcf/C1aSud022.bam,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/gvcf/C1aSud022.rh.g.vcf.gz,C1aSud022,Sudan,Wafara,WhiteNile,13.012012,31.867825,1,1,Sudan,SUD,Horn of Africa & Yemen,Prokopack,25/07/2022,,
57,C1aSud023,,31/03/2023,sud.yem.cohort_20231203,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/raw_reads/all_raw_reads/C1aSud023/C1aSud023.1.fastq.gz,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/raw_reads/all_raw_reads/C1aSud023/C1aSud023.2.fastq.gz,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/gvcf/C1aSud023.bam,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/gvcf/C1aSud023.rh.g.vcf.gz,C1aSud023,Sudan,Wafara,WhiteNile,13.012012,31.867825,1,1,Sudan,SUD,Horn of Africa & Yemen,Prokopack,25/07/2022,,
58,C1aSud024,,31/03/2023,sud.yem.cohort_20231203,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/raw_reads/all_raw_reads/C1aSud024/C1aSud024_EKDN220046295-1A_HTWTNDSX5_L3_1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/raw_reads/all_raw_reads/C1aSud024/C1aSud024_EKDN220046295-1A_HTWTNDSX5_L3_2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/gvcf/C1aSud024_EKDN220046295-1A_HTWTNDSX5_L3.bam,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/gvcf/C1aSud024.rh.g.vcf.gz,C1aSud024,Sudan,Wafara,WhiteNile,13.012012,31.867825,1,1,Sudan,SUD,Horn of Africa & Yemen,Prokopack,25/07/2022,,
